"1", "M&M Wedding", "Marlon and Marissa's wedding was alot of fun.  Megan and I sat at the married table, which had Pete and Amy Fullem, Kit and her husband, Marc, Sammy and her husband, Jon and Dana Corpina, Dana Schuster and her husband - so as you can see it was pretty interesting.  The other table was Mike, OB, Choby, Tina, and Patty Donahue.  "
"1", "DUE DILIGENCE INDICES", "Something has happen to the disk and we are trying to have systems look into it.  Just let Stuart now this and he'll understand.  Thanks"
"1", "CA", "I will be sending you the CA's some time this morning.  I needed to wait till we had our conference with the investment bankers, CSFB, to know which companies were going to the second round.  I did not want to send you the CA's of companies that were not going on to the second round.  Please give me a call if you have any questions."
"1", "Bobby", "Poor Bobby!  What a way to go out.  I actually do feel sorry for the guy.  He should have gone out on better terms, but now some people will think of him only in this context. "
"1", "CA from Kinder Morgan ", "Here is the CA from Kinder Morgan that we sent out for the Peakers.  I did not send out any other CA's.  There is one very minor change that they sent me.  I will bring it up to you."
"2", "Re: test", "test successful.  way to go!!"
"2", "Flowers sent to Galen", "Galen's home address is as follows.  Several people had asked for it to send cards.  I am sure he would appreicate the thoughts and prayers."
"2", "Wednesday's meeting on Tropical Storm Allison", "I talked with John Buchanan and understand you will be attending Wednesday's meeting following up on Tropical Storm Allison and DRA activities.  I would like to attend this meeting and just wanted to let you know."
"2", "Post Mortem on Tropical Storm Allison", "Post Mortem mtg. on Tropical Storm Allison is scheduled for Wednesday, June 27th at 11:00a.m.-12noon in conference room EB4102. Please let me know if you will be able to attend."
"2", "Transwestern Invoicing", "I have attached a spreadsheet that Elizabeth put together for us for our February invoicing so you can get an idea of the categories and the number of invoices. We will start checking these for May Accounting."
"2", "Storage allocations", "Lynn and Steve January want to change the storage allocation from after confirmation to after regular allocations during all cycles except timely (for the timely cycle it storage allocations will be after confirmations)."
"2", "Terra receivable", "fyi regarding Terra Nitrogen's A/R issue.  Hopefully this will be resolved soon."
"2", "Mt. Jesus Condensate", "FYI.  Just to keep you in the loop.   John, will you verify with Charlie that Rick Kile and Ronnie have the lead on this and that he is not waiting on us for anything."
"2", "2- SURVEY/INFORMATION EMAIL 6-27-01", "Kelly, this would not send to the "Outlook Migration team".  So I am sending it to you Ava.  Ava, Please get with Kelly and find out how we send it to the team.  Thanks. Lynn"
"2", "Just Checking...", "Sharon, I am doing very well but cannot come back to work until Tuesday.  They will remove all the drain tubes Monday.  Thanks for your thoughts and prayers.  I'll see you on Tuesday.  Thanks. Lynn"
"2", "Monthly Acctg Meeting", "The Room has changed to EB 4194"
"2", "How to use UPS for shipping on the internet", "Ava, where are we on training?  Are we OK for end of month billing?  THanks. Lynn"
"2", "christmas party", "I would like to RSVP my wife Laura and myself."
"2", "Derivatives I Training Course - June 4th and 5th", "Amy, I would like to attend this course.  Thank you!"
"2", "Voice Mail Outage 4/25-4/26", "Thank you for your sarcasm in this matter."
"2", "Travel arrangements", "I dont have an AMEX card"
"2", "yo", "I am totally joking dude!  I appreciate your advice. The major thing is that if I am spending most of my free time down there anyway, I might as well just move there"
"2", "what doing?", "REAALLY?? I see how it is.  Smell a free dinner and all of a sudden ya wanna hang out"
"2", "IT Needs", "I need access to CPR Reports/CPR Print Manager and my own I.D. for CQG."
"2", "User ID's Needed", "Please forward me your login ID for the gas fundy site.   There will be security measures to enter this site now and your login id is needed."
"2", "Request Submitted: Access Request for john.hodge@enron.com", "FYI.  I do not know if I should be listed as the alternate."
"2", "Table and New Orleans", "Sounds good to me.  Make me a plate, remember I have a 9 basketball game, so I will be home about 10:30."
"2", "Auburn Alumni Board Disaster", "That really embarasses me."
"2", "Rebook", "Done.  FYI, according to Trey, this does not go through ECC because it is physical..do you agree? I changed sitara as well."
"2", "Associate/Analyst Super Saturday Participation", "Just curious how I may assist in getting Auburn University's name added to recruiting endeavors.  Of course I am an alum, and I believe you will find we have an excellent engineering and business school.  Just curious, thanks."
"2", "Clearance of Accrual Income/ Firm to actual variances", "I small adjustment I uncovered - the Saxet adjustment of $(46,505) should be in Feb 2000 production instead of Jan 2000."
"2", "Tigers", "Sorry that Kali didn't enjoy the season -- maybe one sport at one time is  enough. I will l send her the trophy since it has already been ordered. I  don't know about the U-10 coaches since Mary is playing HYSA next season.  Hope it works out better for you all! Kathy Harrison"
"2", "GSWEC Riding Camp", "I went ahead and scheduled Kali to do the GSWEC camp the first two sessions.  I've only put the deposit down, so I can get that money back if we decide to do the Blue Fox Farm camp instead.  Hopefully, we'll have that info the first week in May.  Marla is planning on signing up Blakely for the second session there, pending what the Blue Fox Farm schedule looks like.  I think Anna Edelman is also interested.  "
"2", "NYMEX Match-up for April", "Susan, I hear you are covering for Andy Ring the next couple of weeks..... We only had two NYMEX match-ups for April, one with ABG Gas Supply (sitara #700336) and one with El Paso Merchant.Andy entered them in Sitara, and I was able to find the deal with ABG Gas Supply, but can not find the deal with El Paso.Could you or somebody in your group possibly find the relevant deal-number ?I appreciate your help !"
"2", "mtg w/ coach", "Tomorrow at 1:45 would work better.  Wednesday is AGA storage day and it's hard for me to get away before3pm."
"2", "Cookie paperwork", "I left my paperwork in the green box at your  doorstep yesterday.? I wanted to make sure you received it.? I'll  be out of town until March 25, so if you have any questions, I won't be  able to respond until then."
"2", "Sunday lesson", "We are doing a very small camp on the 19th. From 1-3, under 10 kids. Would she like to join us?"
"2", "Transportation Cost increase", "Jane Saladino, an accountant with Enron, called the EOTT accountant to let her know that the transportation on Bazor Ridge should be $.25, rather than $.24.  Is this correct?"
"2", "Koch imbalance cashout", "Leslie- We will cashout the imbalance with the two Koch entities in the following way: We owe Koch 11,885 mmbtu at $3.90/mmbtu, which equals $46,351.50. Koch owes us 13,639 mmbtu at $2.21/mmbtu and 11,720 mmbtu at $2.38/mmbtu, which equals $58,035.79. The net of these imbalances is $11,684.29 due to Enron."
"2", "LRP imbalances", "You left me two messages yesterday.  One regarding Louisiana Intrastate paying us $3.00/MMBTU for their imbalance on LRP, but I don't remember what the other message was regarding."
"2", "Bazor Ridge Gas Plant", "How have you come with the question I (actually the producer) had about the contracts, and being able to change some of the lanuage.  They are looking to be up and running in the next two weeks."
"2", "Coal Presentation", "Rebecca: I was just talking to Fred Mitro and he says you have put together a couple of different models on coal.  Can you please send me those models, so I can get an idea on how you guys are looking at the analysis.  Thanks!"
"2", "Outstanding Allegheny Environmental Questions", "I believe we have already sent you the answers to these questions.  They were sent to Tom Irwin.  Here are some of them again.  The rest of the answers for the peakers will follow shortly - we are cleaning them up a little."
"2", "barrett dec invoice", "Elizabeth, Have you heard from Steve?  Barrett just send me this note and it says that Steve has confirm the price for Deal #516560."
"2", "Christmas", "I was told to RSVP to you for the Christmas Party . My wife Ann South and Myself Steve South Will attend. I am ENA gas trading"
"2", "Price Posting Agreement and Side Letter for Review - eMetra", "I attach (very much) first drafts for your comments - thanks.  In the interests of reaching speedy commercial settlement, I have made the docs as short and simple as possible."
"2", "Debt Trading Losses", "In a meeting with Bryan, Jeff, Gary and Markus on Monday, November 20th, I showed Bryan a copy of the monthly price verification procedures and the book administrator's Price Verification Comparison Spreadsheet .  I also showed Brent this information later in the day, as he had to leave before we all left."
"2", "Project DoorStep TARGET DATE", "The target date specified in an open audit observation has been reached.  Click on the document link below to view the observation / action step(s).  Please provide action step implementation detail along with completion date and submit return response to Donna Lowry."
"2", "Accomplishments for 2000", "I wrote the December self evaluation thinking the review would focus on the last six months only.  Please use both files when considering my performance for the whole year."
"2", "Accomplishments for 2000", "As requested...please let me know if you have any questions!thanks"
"2", "Organization Chart", "For you records, attached is an organization chart."
"2", "UT Cultivation", "We are in a critical time in the recruiting process as offers have been extended.  In order to ensure our cultivation efforts I have assigned you to one or more candidates to contact weekly, beginning this week.  "
"2", "Holiday Schedule for Strategic Systems", "I am planning to take vacation on 12/27, 12/28, and 12/29.  This will put me out of the office 12/23 through 1/1/01.Joel will be taking vacation prior to my absence on 12/20, 12/21, and 12/22.We will back each other up in the other's absence."
"2", "Enpower", "I have not personally talked to James about these issues in Enpower.  His concerns regarding swaptions and asian options are accurate.  IT is currently working on new volatility curves for swaptions to use.  IT is also working on correlations in order for asian options to be valued properly.  London trades many more swaptions and asian options than the US; therefore, the impact of not having swaption volatility curves and correlations is greater to them.  "
"2", "SAP feedback followup", "We have passed all these items on to the appropriate Solution Mgr, so that they can specifically address them.As I think I mentioned several months ago we had complaints about nonresponsiveness (calls not being returned, being passed around alot, etc).  Hopefully we've turned the corner there."
"2", "New Counterparty", "We have zeroed out the mark to market value in the spreadsheets.  Now there  still is "new counterparty" in the spreadsheet, but there is $0 in credit risk for those.  John Powell in Debbie's group is working on a longer term solution,  but everyone is comfortable with this for now."
